Fuzzy-based prediction of solar PV and wind power generation for microgrid modeling using particle swarm optimization,https://www.sciencedirect.com/science/article/pii/S2405844023000099
Comparison of physics-based prediction models of solar cycle 25,https://www.sciencedirect.com/science/article/pii/S1364682623000160
